Query,Volume,Intent,Segment,Cluster Name,Target URL,Page Type,Priority,Status
сыворотка от пигментных пятен для лица super отзывы,30,Informational,Problem-Skin,Борьба с пигментацией,https://mhave.ru/catalog/kosmetika/sredstva-dlya-litsa/syvorotki-i-kontsentraty1/,catalog_section,Low,active
сыворотка от пигментных пятен для лица super brigh отзывы,30,Informational,Problem-Skin,Борьба с пигментацией,https://mhave.ru/catalog/kosmetika/sredstva-dlya-litsa/syvorotki-i-kontsentraty1/,catalog_section,Low,active
сыворотка от пигментных пятен для лица super brightening serum 30мл отзывы,30,Informational,Problem-Skin,Борьба с пигментацией,https://mhave.ru/catalog/kosmetika/sredstva-dlya-litsa/syvorotki-i-kontsentraty1/,catalog_section,Low,active
сыворотки и концентраты отзывы,30,Informational,General-Category,Общие категории ухода,https://mhave.ru/catalog/kosmetika/sredstva-dlya-litsa/syvorotki-i-kontsentraty1/,catalog_section,Low,active
сыворотки и концентраты купить отзывы,30,Informational,General-Category,Общие категории ухода,https://mhave.ru/catalog/kosmetika/sredstva-dlya-litsa/syvorotki-i-kontsentraty1/,catalog_section,Low,active
тонизирование отзывы,30,Informational,General-Category,Общие категории ухода,https://mhave.ru/catalog/kosmetika/sredstva-dlya-litsa/tonizirovanie/,catalog_section,Low,active
тонизирование купить отзывы,30,Informational,General-Category,Общие категории ухода,https://mhave.ru/catalog/kosmetika/sredstva-dlya-litsa/tonizirovanie/,catalog_section,Low,active
троярика отзывы,30,Informational,Brand,Общие категории ухода,https://mhave.ru/brands/troiareuke/,brand,Low,active
троярики косметика отзывы,30,Informational,Brand,Общие категории ухода,https://mhave.ru/brands/troiareuke/,brand,Low,active
увлажнение и питание отзывы,30,Informational,General-Category,Общие категории ухода,https://mhave.ru/catalog/kosmetika/sredstva-dlya-litsa/dlya-kozhi-vokrug-glaz/patchi/uvlazhnenie-i-pitanie1/,catalog_section,Low,active
увлажнение и питание купить отзывы,30,Informational,General-Category,Общие категории ухода,https://mhave.ru/catalog/kosmetika/sredstva-dlya-litsa/dlya-kozhi-vokrug-glaz/patchi/uvlazhnenie-i-pitanie1/,catalog_section,Low,active
фарфоровый массажер троярике отзывы,30,Informational,Brand,Бренд Troiareuke (Корея),https://mhave.ru/brands/troiareuke/,brand,Low,active
филорга купить в москве отзывы,30,Geo,General-Category,Общие категории ухода,https://mhave.ru/catalog/,catalog_other,Low,active
эжени косметика отзывы,30,Informational,Brand,Общие категории ухода,https://mhave.ru/brands/egeny/,brand,Low,active
янтарная кислота отзывы,30,Informational,Active-Ingredient,Янтарная кислота & Энергия,https://mhave.ru/catalog/pishchevye-dobavki/yantarnaya-kislota/,catalog_section,Low,active
янтарная кислота купить отзывы,30,Informational,Active-Ingredient,Янтарная кислота & Энергия,https://mhave.ru/catalog/pishchevye-dobavki/yantarnaya-kislota/,catalog_section,Low,active
mhave.ru,8,Brand-Navigational,General-Category,Общие категории ухода,https://mhave.ru/,static_page,Low,active
egeny коллаген купить,4,Commercial,Brand,Коллаген и добавки для кожи,https://mhave.ru/catalog/pishchevye-dobavki/peptidnyy-kollagen/,catalog_section,Low,active
egeny energy коллаген,3,Commercial,Brand,Коллаген и добавки для кожи,https://mhave.ru/catalog/pishchevye-dobavki/peptidnyy-kollagen/,catalog_section,Low,active
egeny контакты,3,Commercial,Brand,Бренд Egeny (Добавки),https://mhave.ru/brands/egeny/,brand,Low,active
troiareuke косметика,2,Commercial,Brand,Бренд Troiareuke (Корея),https://mhave.ru/brands/troiareuke/,brand,Low,active
a.d.love коллаген,2,Commercial,Supplements,Коллаген и добавки для кожи,https://mhave.ru/catalog/pishchevye-dobavki/peptidnyy-kollagen/,catalog_section,Low,active
egeny янтарная кислота,2,Commercial,Brand,Янтарная кислота & Энергия,https://mhave.ru/catalog/pishchevye-dobavki/yantarnaya-kislota/,catalog_section,Low,active
troiareuke anti-wrinkle eye cream,2,Commercial,Brand,Бренд Troiareuke (Корея),https://mhave.ru/brands/troiareuke/,brand,Low,active
"г. москва, ул. ленинская слобода, д. 26, стр. 28, бизнес-центр ""слободской""",2,Geo,General-Category,Общие категории ухода,https://mhave.ru/news/nasha-komanda-v-tsentre-progressa-boksa/,article,Low,active
egeny колл,2,Commercial,Brand,Бренд Egeny (Добавки),https://mhave.ru/brands/egeny/,brand,Low,active
MHAVE,1,Brand-Navigational,General-Category,Общие категории ухода,https://mhave.ru/,static_page,Low,active
Mhave.ru,1,Brand-Navigational,General-Category,Общие категории ухода,https://mhave.ru/,static_page,Low,active
atb lab m have,1,Commercial,Brand,Бренд ATB Lab (Швейцария),https://mhave.ru/brands/atb-lab/,brand,Low,active
egeny коллаген 30,1,Commercial,Brand,Коллаген и добавки для кожи,https://mhave.ru/catalog/pishchevye-dobavki/peptidnyy-kollagen/,catalog_section,Low,active
host:mhave.ru,1,Brand-Navigational,General-Category,Общие категории ухода,https://mhave.ru/,static_page,Low,active
site:https://mhave.ru,1,Brand-Navigational,General-Category,Общие категории ухода,https://mhave.ru/,static_page,Low,active
troiareuke миниатюры косметических средств,1,Commercial,Brand,Бренд Troiareuke (Корея),https://mhave.ru/brands/troiareuke/,brand,Low,active
Натуральный питьевой коллаген с нейтральным вкусом в стиках,1,Commercial,Supplements,Коллаген и добавки для кожи,https://mhave.ru/catalog/pishchevye-dobavki/peptidnyy-kollagen/,catalog_section,Low,active
коллаген egeny mhave health,1,Brand-Navigational,Brand,Коллаген и добавки для кожи,https://mhave.ru/,static_page,Low,active
коллаген egeny в стиках срок годности,1,Commercial,Brand,Коллаген и добавки для кожи,https://mhave.ru/catalog/pishchevye-dobavki/peptidnyy-kollagen/,catalog_section,Low,active
"купить ампульный тоник 2-в-1 ""чистая кожа"" | интернет-магазин mhave",1,Brand-Navigational,General-Category,Общие категории ухода,https://mhave.ru/,static_page,Low,active
сыворотка от пигментных пятен для лица SUPER BRIGH,1,Commercial,Problem-Skin,Борьба с пигментацией,https://mhave.ru/catalog/kosmetika/sredstva-dlya-litsa/syvorotki-i-kontsentraty1/,catalog_section,Low,active
troiareuke anti-wrinkle отзывы,1,Informational,Brand,Бренд Troiareuke (Корея),https://mhave.ru/brands/troiareuke/,brand,Low,active
коллаген egeny малина,1,Commercial,Brand,Коллаген и добавки для кожи,https://mhave.ru/catalog/pishchevye-dobavki/peptidnyy-kollagen/,catalog_section,Low,active
test.mhave,1,Brand-Navigational,General-Category,Общие категории ухода,https://mhave.ru/,static_page,Low,active
test.mhave.,1,Brand-Navigational,General-Category,Общие категории ухода,https://mhave.ru/,static_page,Low,active
atb lab биоинженер,1,Commercial,Brand,Бренд ATB Lab (Швейцария),https://mhave.ru/brands/atb-lab/,brand,Low,active
a.d.love,1,Commercial,General-Category,Общие категории ухода,https://mhave.ru/brands/ad-love/,brand,Low,active
test.mhave.ru,1,Brand-Navigational,General-Category,Общие категории ухода,https://mhave.ru/,static_page,Low,active
kincare +beautifuls,1,Commercial,General-Category,Общие категории ухода,https://mhave.ru/catalog/,catalog_other,Low,active
коллаген egeny 7000 мг,1,Commercial,Brand,Коллаген и добавки для кожи,https://mhave.ru/catalog/pishchevye-dobavki/peptidnyy-kollagen/,catalog_section,Low,active
troiareuke косметика купить,1,Commercial,Brand,Бренд Troiareuke (Корея),https://mhave.ru/brands/troiareuke/,brand,Low,active
коллаген egeny вишня,1,Commercial,Brand,Коллаген и добавки для кожи,https://mhave.ru/catalog/pishchevye-dobavki/peptidnyy-kollagen/,catalog_section,Low,active
магний таурат ооо эжени,1,Commercial,Brand,Магний Таурат & Поддержка нервной системы,https://mhave.ru/catalog/pishchevye-dobavki/magniy-taurat/,catalog_section,Low,active
коллаген egeny нейтральный,1,Commercial,Brand,Коллаген и добавки для кожи,https://mhave.ru/catalog/pishchevye-dobavki/peptidnyy-kollagen/,catalog_section,Low,active
troiareuke anti-wrinkle патчи для глаз отзывы,0,Informational,Brand,Патчи для глаз,https://mhave.ru/catalog/kosmetika/sredstva-dlya-litsa/dlya-kozhi-vokrug-glaz/patchi/,catalog_section,Low,active
"troiareuke крем для лица универсальный, увлажняющий ""энергия клеток"" energy cream, 125 мл корея. купить в москве",0,Geo,Country-Origin,Бренд Troiareuke (Корея),https://mhave.ru/brands/troiareuke/,brand,Low,active
troiareuke косметика официальный сайт,0,Commercial,Brand,Бренд Troiareuke (Корея),https://mhave.ru/brands/troiareuke/,brand,Low,active
egeny troipeel,0,Commercial,Brand,Бренд Egeny (Добавки),https://mhave.ru/brands/egeny/,brand,Low,active
egeny 'ythutybr,0,Commercial,Brand,Бренд Egeny (Добавки),https://mhave.ru/brands/egeny/,brand,Low,active
egeny.ru,0,Commercial,Brand,Бренд Egeny (Добавки),https://mhave.ru/brands/egeny/,brand,Low,active
